8405001500103032008 1
8405002500203031998 2
840500350030303      
8405004500404042004 2
8405005500502031978 4
8405006500603032018 1
8405006500604042014 2
840500750070303      
8405008500802041994 5
8405009500902031996 4
8405010501007072005 5
8405011501102032017 2
8405012501204051999 4
8405013501303032000 2
8405013501304042010 2
8405013501305052006 2
8405014501403031999 5
8405014501404041991 3
8405014501405052006 4
8405015501502032002 1
8405016501602032006 1
8405017501701021996 1
8405018501802031993 1
8405018501803041999 5
840501950190303200699
8405020502004042014 4
8405020502005052007 4
8405020502006062013 4
8405020502007071993 4
8405020502008082005 4
8405021502103032013 1
8405021502103042010 1
8405022502203032011 2
8405022502204041997 1
8405022502205052010 1
8405023502302062007 2
8405023502303042016 1
8405023502304051988 2
8405024502403032004 1
8405024502404042004 1
8405025502502052014 4
8405026502602031993 4
8405026502603042011 4
8405026502604052001 4
8405027502703032012 1
8405027502704042012 2
8405028502803032018 4
8405029502902041997 2
840503050300203      
8405031503103042017 3
8405031503105062004 3
8405031503106072014 3
8405032503203032013 1
8405032503204041999 1
8405033503303032000 5
8405034503401021995 2
8405036503603032000 1
8405036503604041990 1
8405036503605052016 1
8405037503703032005 5
8405037503704041996 5
8405038503802031999 4
8405039503904041991 2
8405040504005051989 2
8405040504006061991 4
8405040504007071997 4
8405040504008082013 4
8405041504104042001 2
8405041504105052000 1
8405041504106062010 1
8405041504107072013 1
8405042504204041966 2
8405043504303032016 4
8405043504304042013 2
8405043504305052012 4
8405043504306062013 4
8405043504307072012 2
8405044504403031998 2
8405044504404042016 1
840504550450203      
8405046504603041997 3
8405046504603061997 3
8405046504604052012 2
840504750470404      
8405048504803041996 1
8405048504804051988 2
8405049504904052016 4
8405050505004042012 4
8405050505005052005 4
8405050505006062002 4
8405050505007072014 1
8405051505102032001 1
8405051505103042005 1
8405052505203032018 4
8405052505204042018 2
840505350530203      
8405055505503042018 4
8405056505603032002 2
840505750570303      
8405058505803032014 4
8405059505904052013 5
8405059505905062011 1
8405060506004042004 4
8405061506103031991 1
8405061506104042018 1
8405062506203032013 3
8405062506204042007 3
840506350630404      
8405064506404052008 4
8405064506406071999 4
8405064506407082013 3
840506550650203      
8405066506603042003 1
8405066506604051991 1
8405066506605062016 1
8405066506606071998 1
8405067506702032008 1
8405068506803031999 3
8405068506804042014 3
8405069506902032012 2
8405070507003042018 4
8405070507004052007 4
8405071507103032018 4
8405072507203032017 4
8405072507204042018 4
8405073507303032016 1
8405073507304042017 1
8405074507403032012 1
8405074507404042001 1
8405075507502031998 1
8405076507603031997 1
8405076507604042017 1
8405076507605051998 1
8405077507703042006 3
8405078507803031993 4
8405078507804042000 4
8405078507805051997 4
8405078507806062003 1
8405079507903032008 5
8405079507904042015 5
8405080508004051998 2
8405081508103032009 1
8405081508104042007 1
8405082508203032010 1
840508250820606199999
8405083508303042016 1
8405083508304052003 2
8405083508305062001 3
8405084508402032006 2
8405085508503032013 2
8405085508504042012 2
8405085508505052005 1
8405086508603032017 2
8405086508604042001 1
840508750870404      
8405088508805052016 2
8405088508806062016 2
840508950890303      
8405090509003042010 1
8405090509004052015 1
8405091509103032000 2
8405092509203032002 4
8405093509304051984 2
8405093509305062005 1
8405094509402032015 2
8405095509503032012 2
8405095509504042011 1
8405095509505052012 2
8405095509506062019 1
8405096509601072014 2
8405096509604041990 2
8405096509605052005 2
8405096509606062005 2
8405097509703032016 4
8405097509704042016 4
8405098509803031997 1
8405098509804042018 1
8405098509805052005 1
8405099509903032014 4
8405100510003031997 4
8405101510103042013 1
8405102510203032001 2
8405102510204042004 1
840510351030304      
840510451040203      
8405105510502032018 4
840510651060151999999
840510651060251999999
8405107510702031990 2
8405108510803031998 2
8405109510901032010 5
8405110511005052013 2
8405110511006061998 1
8405111511102032016 4
840511251120303999999
840511251120404201599
8405113511304042014 1
8405113511305052012 1
8405114511403042009 1
8405115511502031995 4
8405115511503041999 4
8405116511603031981 4
840511751170303201899
8405117511704042019 2
840511751170606200099
8405118511803032010 4
8405118511804042006 4
8405118511805052016 4
8405119511904042001 2
8405120512003032000 5
8405120512004041999 1
8405121512102031988 1
840512151210304200599
840512251220203      
8405123512303032005 2
8405123512304042007 2
8405124512402032011 5
8405125512502032014 1
8405126512603032010 2
8405126512604042010 2
8405127512703031988 2
8405127512704042017 2
8405128512802052007 5
8405128512803042010 1
8405128512805062015 2
8405129512903032015 4
8405129512905052007 4
840513151310405200299
8405131513106072013 4
8405132513205052001 4
8405132513206061997 5
8405133513304042016 1
8405134513402042007 3
8405135513503041997 2
840513651360303      
8405137513702021978 3
8405138513803032003 1
8405138513804041997 2
8405138513806061992 1
8405139513903031990 1
8405140514003032010 1
8405140514004042000 2
8405141514103032018 1
8405141514104042018 1
8405142514202022013 5
8405143514303032004 2
8405144514403032015 2
8405144514404042018 1
8405144514405052017 1
8405145514501031998 2
8405146514603041995 4
8405147514703032008 4
8405147514704042011 4
8405148514803041997 3
840514951490203      
8405150515001022010 2
8405151515104042015 4
8405151515106062013 1
8405151515107072016 1
8405151515108082014 4
8405151515109092002 2
840515251520304      
8405153515303032000 1
8405153515304041994 1
8405154515402031992 2
8405154515403042003 2
8405155515503031999 1
840515651560303      
840515651560404      
8405157515702032007 1
8405157515703042013 2
8405157515705062006 1
8405158515804052015 1
8405159515902031995 4
8405159515903041989 4
8405159515904051998 1
8405159515905062017 1
840516051600303      
8405161516103031978 2
840516251620404      
8405163516301021985 1
8405164516404052000 1
8405164516405061992 1
8405165516504042014 1
8405165516505052014 1
8405165516506062005 4
8405165516507072006 1
8405166516602042012 1
8405166516602052012 1
8405166516602062012 1
8405167516703032003 5
8405168516803041989 4
8405169516902031985 2
8405169516903041999 2
8405170517002052007 1
8405171517103032013 1
8405171517104042017 1
8405171517105052009 1
8405172517204042005 2
8405173517302032002 1
8405174517404062018 1
840517551750304      
8405176517604041993 1
8405177517701022007 1
8405178517802021986 1
8405179517902031991 4
8405180518003032002 2
8405180518004042016 2
8405180518006062003 2
8405180518007072016 2
840518151810203      
8405182518202032015 4
8405183518303032015 1
8405184518403032012 4
8405184518404042015 4
8405184518405052011 4
8405185518503032016 1
8405185518504042011 2
8405185518505052003 2
8405185518507071998 2
8405186518603032008 2
8405186518604042005 1
8405186518605051987 2
8405187518703032009 4
8405187518704041981 4
8405188518802061989 5
8405188518804052003 2
8405188518806072004 5
840518951890203201599
8405190519003041987 4
840519051900405      
8405190519005061993 4
8405191519103032018 4
8405192519205062013 4
8405193519303032017 5
8405193519304042007 5
8405193519305052014 5
8405194519403032007 5
8405194519404042001 4
8405194519405052018 2
8405195519502032016 2
8405196519602032011 4
8405197519702031999 2
8405197519703042002 4
840519851980203      
8405199519904042017 5
8405199519905052015 5
8405199519907072014 3
840520052000404      
8405201520103032002 2
8405202520202032006 2
8405202520203042000 2
840520352030404198999
8405204520402032005 1
8405205520503042002 3
8405206520602031997 3
8405206520603041993 3
8405207520703032008 1
8405207520704042005 1
8405209520902032006 1
8405209520904042016 2
8405210521003032016 4
8405210521004042001 4
840521152110203      
8405212521203042008 1
8405213521302032010 4
8405214521404042011 1
8405215521503032018 1
8405215521504042018 1
8405216521603032009 2
8405216521604042002 2
8405216521605051995 2
8405217521704042007 1
8405217521705052007 2
8405217521706061986 1
8405218521803032008 2
8405218521804042002 2
8405219521903032002 2
8405220522003032017 1
8405220522004041992 1
8405222522204041989 4
8405223522301031992 3
8405224522403032018 1
8405224522404041990 5
8405225522502032012 2
8405226522605052018 4
8405227522703032018 4
8405227522704041998 4
8405228522802031999 5
8405228522803041998 4
8405229522902032011 1
8405230523002032001 5
840523152310507      
8405232523203032006 4
8405233523302032011 1
8405234523404042006 5
8405234523405052006 4
8405234523406062004 5
8405234523407072011 4
8405235523504042017 5
8405236523603032018 1
840523752370303      
8405238523802032012 5
840523952390303      
8405240524003052018 5
840524152410303      
840524152410404      
840524252420303      
8405243524303032015 2
8405243524304042011 1
840524452440151999999
840524452440251999999
8405245524501032008 3
8405246524603031997 4
8405246524604042006 4
8405246524605051997 4
8405246524606062019 4
8405247524702032005 1
8405248524804062018 4
840524952490203199199
8405250525003032006 2
8405250525004042018 3
8405251525105062002 5
8405251525106072018 1
8405251525107081993 1
8405252525204042014 1
840525252520505200799
8405253525302031992 1
8405253525303041989 5
8405255525503031991 4
8405256525602032018 1
8405257525704042013 2
8405257525705052015 1
8405257525706062012 2
8405258525802032003 5
8405258525803041995 5
8405259525906062016 4
8405259525907072004 3
8405260526003031993 4
8405260526004041986 4
8405261526103032011 1
8405261526104041999 1
8405262526202032000 1
840526352630303      
8405264526403032010 1
8405264526404042006 1
8405264526405052004 1
8405265526507082004 5
8405266526603032008 1
8405266526604042016 2
8405267526702032018 4
8405268526803032001 5
8405268526804041991 5
8405268526805052002 5
840526952690303      
840527052700202      
8405271527104042009 1
8405272527202032001 2
